trip_id,trip_start_timeslot,trip_start_timestamp,trip_end_timestamp,duration,distance,origin_ward,dest_ward,origin_lat,origin_long,dest_lat,dest_long,age_range,income_range
10,400,2020-09-20T04:04:00.000,2020-09-20T04:05:10.688,0.5890722208304976,0.49089351735874803,20,20,43.66869738398879,-79.4049825984085,43.664369082048964,-79.4061841724638,31-40,UNK
11,400,2020-09-20T04:04:00.000,2020-09-20T04:05:38.724,0.8227033037310759,0.6855860864425632,20,20,43.64031728622604,-79.39709429551213,43.639297030984736,-79.38869207478112,31-40,UNK
12,400,2020-09-20T04:04:00.000,2020-09-20T04:05:29.753,0.7479496925010924,0.6232914104175771,20,20,43.644009547751104,-79.39006762959035,43.64005811028246,-79.3845737258523,31-40,UNK
13,400,2020-09-20T04:05:00.000,2020-09-20T04:05:52.396,0.4366392965185121,0.3638660804320934,20,20,43.639985169010856,-79.38297375617577,43.6424708660545,-79.38591464029676,31-40,UNK
14,400,2020-09-20T04:05:00.000,2020-09-20T04:12:42.445,7.35371400818836,6.128095006823633,19,11,43.6534459960417,-79.41543201825367,43.68057252269634,-79.48175120028823,21-30,40-60K
15,430,2020-09-20T04:30:00.000,2020-09-20T04:40:26.467,9.720565663361727,8.100471386134773,35,27,43.704718459987426,-79.29150125917727,43.67125085489191,-79.38098471574628,51-60,UNK
16,430,2020-09-20T04:31:00.000,2020-09-20T04:44:23.644,13.197034579810756,10.997528816508964,35,27,43.73032877528105,-79.26664362103935,43.67643041108399,-79.38135307430547,51-60,UNK
17,430,2020-09-20T04:33:00.000,2020-09-20T04:43:47.611,10.39676131477188,8.663967762309898,35,27,43.71990186196161,-79.29517270243703,43.67199928191151,-79.38016717364002,51-60,UNK
18,430,2020-09-20T04:33:00.000,2020-09-20T04:45:27.888,11.732404185572385,9.777003487976987,35,27,43.7102688902393,-79.26469985652501,43.68750452126589,-79.38217014710926,51-60,UNK
19,430,2020-09-20T04:35:00.000,2020-09-20T04:51:00.207,15.50172928638457,12.918107738653807,35,27,43.73400712250684,-79.25349718504111,43.671433875765274,-79.38889555173331,51-60,UNK
20,440,2020-09-20T04:41:00.000,2020-09-20T04:42:41.214,1.3434557194368348,1.119546432864029,32,30,43.67061446413784,-79.31553352985404,43.67914829708028,-79.32292044732317,21-30,60-100K
21,440,2020-09-20T04:41:00.000,2020-09-20T04:46:16.000,4.633334472807844,3.8611120606732032,32,30,43.68015520283539,-79.32074822277343,43.6503568953044,-79.34539214087603,21-30,60-100K
22,440,2020-09-20T04:41:00.000,2020-09-20T04:43:59.400,2.4950062912470017,2.0791719093725014,32,30,43.668230357804305,-79.31226740725086,43.66816288866759,-79.33811700562292,21-30,60-100K
23,440,2020-09-20T04:43:00.000,2020-09-20T04:44:26.222,1.2185240817578826,1.0154367347982356,32,30,43.66703269669553,-79.319651920301,43.6691113311461,-79.33194514143219,21-30,60-100K
24,440,2020-09-20T04:43:00.000,2020-09-20T04:49:52.114,5.934286136412733,4.9452384470106105,32,30,43.67440321890497,-79.29058280425348,43.66302387833488,-79.35001944875155,21-30,60-100K
25,440,2020-09-20T04:43:00.000,2020-09-20T04:47:43.655,3.863796420293544,3.21983035024462,32,30,43.66930133417497,-79.3122827778522,43.67290924782884,-79.35200401204659,21-30,60-100K
26,440,2020-09-20T04:44:00.000,2020-09-20T04:50:41.500,6.345836846568401,5.288197372140335,32,30,43.6883582731049,-79.2907240661647,43.66992189506673,-79.35134053080145,21-30,60-100K
27,440,2020-09-20T04:44:00.000,2020-09-20T04:47:51.381,2.92818270606826,2.440152255056883,32,30,43.663974655506955,-79.31898847357574,43.64941944125112,-79.34168843721326,21-30,60-100K
28,440,2020-09-20T04:44:00.000,2020-09-20T04:46:45.603,1.8800276742867712,1.5666897285723094,32,30,43.679602162347955,-79.30391314832754,43.67903308081212,-79.32337907876796,21-30,60-100K
29,445,2020-09-20T04:45:00.000,2020-09-20T04:47:00.613,1.5051159069408502,1.2542632557840419,27,20,43.66842457710948,-79.38575745023911,43.66491513492603,-79.40057704061968,11-20,60-100K
30,440,2020-09-20T04:45:00.000,2020-09-20T04:47:28.844,1.7403703372917385,1.450308614409782,32,30,43.665582074193765,-79.31742184068979,43.66149975486926,-79.33454583576801,21-30,60-100K
31,440,2020-09-20T04:45:00.000,2020-09-20T04:48:23.658,2.69715575371072,2.247629794758933,32,30,43.68005424819877,-79.31585435478702,43.673223894176026,-79.342158473932,21-30,60-100K
32,445,2020-09-20T04:46:00.000,2020-09-20T04:50:19.157,3.659648028114314,3.0497066900952614,27,20,43.67978943053267,-79.36995261262079,43.65770142889077,-79.39242962876874,11-20,60-100K
33,445,2020-09-20T04:46:00.000,2020-09-20T04:48:05.369,1.54474414478899,1.2872867873241582,27,20,43.65930680265036,-79.3888478454939,43.668516265088236,-79.3985449800514,11-20,60-100K
34,445,2020-09-20T04:47:00.000,2020-09-20T04:50:01.990,3.016587606673686,2.513823005561405,27,20,43.67384617567359,-79.39538074693819,43.651373020978745,-79.39878075064753,11-20,60-100K
35,445,2020-09-20T04:49:00.000,2020-09-20T04:55:31.768,6.264736338848137,5.220613615706781,27,20,43.68908679189866,-79.38425995162532,43.642959107720834,-79.396354952835,11-20,60-100K
36,445,2020-09-20T04:50:00.000,2020-09-20T04:53:57.213,3.476782684957025,2.897318904130854,27,20,43.66457060613636,-79.38220606528097,43.6403862394174,-79.3956090077801,11-20,60-100K
37,500,2020-09-20T05:01:00.000,2020-09-20T05:07:08.328,6.069402741036833,5.057835617530694,37,35,43.76311869792015,-79.27105575335736,43.71793575057708,-79.27831369424196,41-50,15-40K
38,500,2020-09-20T05:01:00.000,2020-09-20T05:05:32.444,3.7703688163290714,3.1419740136075593,37,35,43.73865074505641,-79.29147577590203,43.72312620352765,-79.25880233429815,41-50,15-40K
39,500,2020-09-20T05:02:00.000,2020-09-20T05:08:03.278,5.527319325635667,4.606099438029722,37,35,43.768897114208706,-79.26341934941809,43.72747562819538,-79.2628335698935,41-50,15-40K
40,500,2020-09-20T05:03:00.000,2020-09-20T05:07:49.621,4.413510280025351,3.6779252333544594,37,35,43.75871448714725,-79.28508489700137,43.72598034290596,-79.2916538540276,41-50,15-40K
41,500,2020-09-20T05:05:00.000,2020-09-20T05:08:16.108,2.6342343447739016,2.1951952873115848,37,35,43.725161130904524,-79.30048837174333,43.71619913420047,-79.276149065362,41-50,15-40K
42,500,2020-09-20T05:05:00.000,2020-09-20T05:10:00.034,4.50028569121753,3.7502380760146083,37,35,43.75102402204332,-79.27586783981428,43.720511119068036,-79.25598165643832,41-50,15-40K
43,510,2020-09-20T05:10:00.000,2020-09-20T05:13:56.927,3.4743948809860363,2.8953290674883636,18,18,43.666268038579865,-79.45586849909212,43.64816723031082,-79.4299967466755,51-60,0-15K
44,510,2020-09-20T05:11:00.000,2020-09-20T05:11:53.367,0.44473324671363174,0.37061103892802644,18,18,43.64625175658881,-79.43039352766006,43.64603522939605,-79.42579724554257,51-60,0-15K
45,510,2020-09-20T05:11:00.000,2020-09-20T05:14:14.417,2.620149057785795,2.183457548154829,18,18,43.66688524010703,-79.45357291202204,43.65013259906792,-79.4394137280295,51-60,0-15K
46,510,2020-09-20T05:11:00.000,2020-09-20T05:13:04.979,1.5414947304167999,1.284578942014,18,18,43.65719762082205,-79.44215333853947,43.64789009344225,-79.43269531246312,51-60,0-15K
47,510,2020-09-20T05:12:00.000,2020-09-20T05:14:03.720,1.5310017571316088,1.275834797609674,18,18,43.66131650912303,-79.42962586788146,43.66724718762106,-79.44320379829767,51-60,0-15K
48,510,2020-09-20T05:12:00.000,2020-09-20T05:14:56.527,1.971061800292542,1.6425515002437852,18,18,43.65084038195655,-79.42642204555544,43.66285612315832,-79.43829835643739,51-60,0-15K
49,510,2020-09-20T05:12:00.000,2020-09-20T05:13:39.635,1.3302925721149796,1.1085771434291496,18,18,43.6566373840801,-79.447748922125,43.66407693667843,-79.43857500351932,51-60,0-15K
50,510,2020-09-20T05:13:00.000,2020-09-20T05:14:12.136,1.1011364710455298,0.9176137258712748,18,18,43.65952697778585,-79.4462420925675,43.65892098580831,-79.43486615764677,51-60,0-15K
51,510,2020-09-20T05:13:00.000,2020-09-20T05:15:17.305,1.6442122444035256,1.3701768703362713,18,18,43.64321220024066,-79.42257450491134,43.6535288512437,-79.43188693486319,51-60,0-15K
52,510,2020-09-20T05:14:00.000,2020-09-20T05:15:16.893,1.1407772527951696,0.9506477106626413,18,18,43.65355470807657,-79.42969103388546,43.660707714771505,-79.4361632766579,51-60,0-15K
53,510,2020-09-20T05:14:00.000,2020-09-20T05:16:51.054,1.9254548095612358,1.6045456746343634,18,18,43.6624609964215,-79.4336671577996,43.649071905652285,-79.42622935273775,51-60,0-15K
54,510,2020-09-20T05:15:00.000,2020-09-20T05:17:50.016,2.416804796378471,2.0140039969820593,18,18,43.64469704043124,-79.4232754580832,43.65365318554524,-79.44503271591695,51-60,0-15K
55,510,2020-09-20T05:15:00.000,2020-09-20T05:17:34.355,2.2862947544844485,1.9052456287370405,18,18,43.65103671355338,-79.43699594691536,43.6650941128505,-79.45053701910122,51-60,0-15K
56,515,2020-09-20T05:15:00.000,2020-09-20T05:24:22.733,8.689446829491855,7.241205691243212,10,15,43.76137714893,-79.43902828259478,43.69662405673925,-79.44860358566952,21-30,60-100K
57,510,2020-09-20T05:15:00.000,2020-09-20T05:15:43.606,0.36338698298429867,0.3028224858202489,18,18,43.64384222713163,-79.43108551882251,43.646550417476945,-79.43148203680666,51-60,0-15K
58,510,2020-09-20T05:15:00.000,2020-09-20T05:17:42.642,1.8553525247065152,1.546127103922096,18,18,43.6666681240167,-79.45162295031895,43.66844692615878,-79.43255852902197,51-60,0-15K
59,515,2020-09-20T05:16:00.000,2020-09-20T05:20:28.115,3.734294149811825,3.111911791509854,10,15,43.75728085191377,-79.44754996142768,43.72930063343804,-79.4483437822982,21-30,60-100K
60,515,2020-09-20T05:16:00.000,2020-09-20T05:19:34.349,2.78624278032993,2.321868983608275,10,15,43.750696774330585,-79.4403739305102,43.72988215617884,-79.43806999281428,21-30,60-100K
61,515,2020-09-20T05:17:00.000,2020-09-20T05:22:57.422,5.4785212974053445,4.565434414504454,10,15,43.74346777527774,-79.43532139062717,43.71018056095718,-79.46858220810317,21-30,60-100K
62,515,2020-09-20T05:18:00.000,2020-09-20T05:26:01.786,7.514891355552786,6.2624094629606555,10,15,43.75136373205191,-79.44140442806953,43.69562857132133,-79.4525984892729,21-30,60-100K
63,515,2020-09-20T05:19:00.000,2020-09-20T05:25:30.069,5.750577605461148,4.792148004550956,10,15,43.73233114336334,-79.4455187563346,43.68933484023173,-79.44144899594633,21-30,60-100K
64,515,2020-09-20T05:19:00.000,2020-09-20T05:24:38.872,5.3239379355782,4.436614946315166,10,15,43.75215166016875,-79.43478208039798,43.71263253688642,-79.44238793660907,21-30,60-100K
65,515,2020-09-20T05:20:00.000,2020-09-20T05:23:00.001,3.0000092887756216,2.5000077406463515,10,15,43.735225350753836,-79.44122210825508,43.71401078479494,-79.4515245874814,21-30,60-100K
66,530,2020-09-20T05:30:00.000,2020-09-20T05:44:17.151,13.642928204460997,11.36910683705083,43,34,43.76876022957544,-79.20231754093537,43.73474693598791,-79.3358019433155,51-60,UNK
67,530,2020-09-20T05:30:00.000,2020-09-20T05:39:59.386,8.994886417745573,7.495738681454643,7,10,43.737098446434196,-79.5217107135638,43.754699654690015,-79.4316343566657,31-40,15-40K
68,530,2020-09-20T05:30:00.000,2020-09-20T05:34:32.157,3.7679825466079424,3.1399854555066185,40,40,43.78475426065102,-79.32025707801418,43.76476081637489,-79.29263922407222,31-40,40-60K
69,530,2020-09-20T05:30:00.000,2020-09-20T05:42:28.437,11.736975028332534,9.780812523610445,43,34,43.757905188890575,-79.21140398262806,43.736628583479074,-79.32955082729983,51-60,UNK
70,530,2020-09-20T05:30:00.000,2020-09-20T05:34:29.850,3.748750061082351,3.1239583842352925,22,20,43.69907280406905,-79.40548178407798,43.67135193812802,-79.4117962280179,31-40,100-125K
71,530,2020-09-20T05:31:00.000,2020-09-20T05:40:00.675,8.505627091827865,7.08802257652322,7,10,43.72720716834686,-79.51717874485968,43.75923533136121,-79.44089120681001,31-40,15-40K
72,530,2020-09-20T05:31:00.000,2020-09-20T05:41:04.686,9.539056087636482,7.949213406363735,7,10,43.71844526905632,-79.5165658047981,43.77637117422468,-79.45856999222669,31-40,15-40K
73,530,2020-09-20T05:31:00.000,2020-09-20T05:44:40.741,12.839514109861996,10.699595091551664,43,34,43.78248572390504,-79.2064561720223,43.75496585175309,-79.33413886872104,51-60,UNK
74,530,2020-09-20T05:31:00.000,2020-09-20T05:39:16.603,8.138360079281753,6.781966732734794,22,20,43.70011312003542,-79.37492296960487,43.64078859660717,-79.39450327402903,31-40,100-125K
75,530,2020-09-20T05:31:00.000,2020-09-20T05:39:44.026,8.366884491062475,6.9724037425520615,7,10,43.75682372708932,-79.53909614011802,43.77012339850876,-79.45424768402123,31-40,15-40K
76,530,2020-09-20T05:31:00.000,2020-09-20T05:39:27.462,7.7288579572297635,6.440714964358136,22,20,43.70121448495707,-79.37677512954615,43.64616239071133,-79.40167354774218,31-40,100-125K
77,530,2020-09-20T05:32:00.000,2020-09-20T05:44:07.537,12.062814145992085,10.052345121660071,7,15,43.76399890835548,-79.56276519195589,43.716387985322825,-79.45639611138895,41-50,40-60K
78,530,2020-09-20T05:32:00.000,2020-09-20T05:37:38.640,5.322002258876864,4.435001882397387,22,20,43.704403298241644,-79.4028463597316,43.66553009391595,-79.41519024092437,31-40,100-125K
79,530,2020-09-20T05:32:00.000,2020-09-20T05:42:55.593,9.96328322990857,8.302736024923808,7,10,43.724263292724025,-79.5328995909455,43.780216812502125,-79.46445163597011,31-40,15-40K
80,530,2020-09-20T05:33:00.000,2020-09-20T05:42:48.837,8.906979531061303,7.422482942551086,32,28,43.6764644646067,-79.2957079120894,43.64238801350207,-79.37504764276534,21-30,125K+
81,530,2020-09-20T05:35:00.000,2020-09-20T05:44:02.154,8.517957604359284,7.098298003632736,7,15,43.72913883878846,-79.52464305006431,43.711592777765446,-79.43971707062211,41-50,40-60K
82,540,2020-09-20T05:40:00.000,2020-09-20T05:52:20.993,12.174943595832925,10.145786329860771,6,14,43.61118923367686,-79.55036426071668,43.639377134299,-79.4304803898927,61-70,40-60K
83,540,2020-09-20T05:41:00.000,2020-09-20T05:54:13.061,12.608841850613576,10.507368208844646,6,14,43.59406883095881,-79.54388141088293,43.66631680945188,-79.4597348040996,61-70,40-60K
84,540,2020-09-20T05:44:00.000,2020-09-20T05:51:25.357,7.2113158315924215,6.009429859660352,6,14,43.61664737725185,-79.50077137616891,43.63714417189777,-79.43168717536373,61-70,40-60K
85,540,2020-09-20T05:45:00.000,2020-09-20T05:50:51.868,5.432241523298047,4.526867936081706,6,14,43.62036516788209,-79.49828852914001,43.63844402960917,-79.44789368733088,61-70,40-60K
86,545,2020-09-20T05:45:00.000,2020-09-20T05:53:29.956,7.749637870017998,6.458031558348331,11,11,43.67458034455308,-79.47578889715922,43.71165526107556,-79.53761760695235,21-30,125K+
87,545,2020-09-20T05:46:00.000,2020-09-20T05:53:48.225,6.901878258119168,5.751565215099307,11,11,43.67853133454625,-79.47593792012624,43.71357079351748,-79.5285632719231,21-30,125K+
88,545,2020-09-20T05:46:00.000,2020-09-20T05:49:29.068,3.2422366498939943,2.701863874911662,11,11,43.690878867565374,-79.49639001997585,43.66677459978805,-79.50062901390497,21-30,125K+
89,545,2020-09-20T05:47:00.000,2020-09-20T05:50:53.945,2.9495441482015057,2.457953456834588,11,11,43.66998082284654,-79.47508516765687,43.66802992775713,-79.50552538295493,21-30,125K+
90,545,2020-09-20T05:47:00.000,2020-09-20T05:55:52.656,7.938806116161344,6.615671763467787,11,11,43.672523804196835,-79.47033822837851,43.70982071367994,-79.5344457367587,21-30,125K+
91,545,2020-09-20T05:47:00.000,2020-09-20T05:48:08.807,0.5733950470532166,0.4778292058776806,11,11,43.671647316353116,-79.46720575931496,43.66913790015815,-79.46238302336847,21-30,125K+
92,545,2020-09-20T05:48:00.000,2020-09-20T05:50:08.013,2.066781293437417,1.7223177445311806,11,11,43.68797762609719,-79.5060905170096,43.703290189685745,-79.50931639217099,21-30,125K+
93,545,2020-09-20T05:48:00.000,2020-09-20T05:48:57.665,0.48054932096594244,0.4004577674716187,11,11,43.68184994763211,-79.49483335109143,43.68176936849676,-79.49981201413279,21-30,125K+
94,545,2020-09-20T05:48:00.000,2020-09-20T05:50:43.005,2.3583767002687632,1.965313916890636,11,11,43.69073131083243,-79.51264196342866,43.70832327956525,-79.51028230600731,21-30,125K+
95,545,2020-09-20T05:49:00.000,2020-09-20T05:52:36.158,2.801319225427603,2.334432687856336,11,11,43.683827194252515,-79.4856772177437,43.6970899268248,-79.50818396006463,21-30,125K+
96,545,2020-09-20T05:49:00.000,2020-09-20T05:55:24.762,6.2063529204063235,5.171960767005269,11,11,43.66804264047553,-79.50478304469078,43.710011827811165,-79.53251101419627,21-30,125K+
97,545,2020-09-20T05:50:00.000,2020-09-20T05:51:54.826,0.9568838385410185,0.7974031987841821,11,11,43.691329473682,-79.50268782545574,43.686387225118246,-79.49550182610227,21-30,125K+
98,600,2020-09-20T06:00:00.000,2020-09-20T06:10:56.895,10.474126623280998,8.728438852734165,26,27,43.72469496499352,-79.32868573203778,43.6537268389405,-79.37507637342453,71+,100-125K
99,600,2020-09-20T06:00:00.000,2020-09-20T06:01:27.194,1.2266202391014662,1.0221835325845552,13,13,43.64012914444677,-79.47787615871404,43.64654675796773,-79.46878085746117,61-70,15-40K
100,600,2020-09-20T06:00:00.000,2020-09-20T06:05:14.005,5.116709336343359,4.2639244469527995,16,23,43.73017400981884,-79.42512513097104,43.76801521638843,-79.41653686029495,21-30,125K+
101,600,2020-09-20T06:00:00.000,2020-09-20T06:09:45.068,8.875568706268913,7.396307255224094,26,20,43.70711615704906,-79.34818862240563,43.650599836203114,-79.3966889754467,41-50,60-100K
102,600,2020-09-20T06:00:00.000,2020-09-20T06:02:47.984,1.8998680631693081,1.5832233859744234,13,13,43.63841538056802,-79.46252576423198,43.65174838699072,-79.46942975146932,61-70,15-40K
103,600,2020-09-20T06:00:00.000,2020-09-20T06:13:36.917,12.807646932895517,10.673039110746265,33,9,43.78500604197854,-79.35073758859447,43.75423716663251,-79.47664296177555,41-50,60-100K
104,600,2020-09-20T06:00:00.000,2020-09-20T06:04:03.456,4.028801933990971,3.357334944992476,16,23,43.73611421862131,-79.41553688507011,43.76538401999568,-79.42579521379804,21-30,125K+
105,600,2020-09-20T06:01:00.000,2020-09-20T06:08:59.348,6.994574508047214,5.828812090039345,16,23,43.726444861919,-79.42276118375676,43.77334333830946,-79.3903437967642,21-30,125K+
106,600,2020-09-20T06:01:00.000,2020-09-20T06:15:55.512,13.962605463540212,11.635504552950177,33,9,43.78841485140107,-79.3508024254937,43.745364284248566,-79.48287088540344,41-50,60-100K
107,600,2020-09-20T06:01:00.000,2020-09-20T06:06:48.222,5.401854938630734,4.501545782192278,27,28,43.672645775918966,-79.39425372680039,43.64175318287945,-79.35808987736603,51-60,125K+
108,600,2020-09-20T06:01:00.000,2020-09-20T06:04:27.965,2.733045582184714,2.2775379851539284,27,28,43.673771734721754,-79.39330959524654,43.660550452877985,-79.37168321592827,51-60,125K+
109,600,2020-09-20T06:01:00.000,2020-09-20T06:01:28.362,0.2363583051355326,0.1969652542796105,38,38,43.76776263865612,-79.22545776898329,43.76789168703596,-79.22790414032205,31-40,40-60K
110,600,2020-09-20T06:01:00.000,2020-09-20T06:12:51.556,10.929639171852028,9.108032643210024,13,28,43.658953048171384,-79.48025319460842,43.670063801373715,-79.36806903854122,31-40,125K+
111,600,2020-09-20T06:01:00.000,2020-09-20T06:04:45.332,2.8777678265210125,2.3981398554341773,13,13,43.66114927597382,-79.49580975173188,43.64179695926139,-79.48265298443818,61-70,15-40K
112,600,2020-09-20T06:02:00.000,2020-09-20T06:22:20.117,19.66764734205889,16.389706118382406,35,20,43.72931090369459,-79.24852560475402,43.63288219514097,-79.40267091330253,31-40,UNK
113,600,2020-09-20T06:02:00.000,2020-09-20T06:10:20.214,8.168457309582335,6.807047757985279,16,23,43.70762074210228,-79.42021965919493,43.76846435587219,-79.41087269292149,21-30,125K+
114,600,2020-09-20T06:02:00.000,2020-09-20T06:12:49.918,10.415983658875229,8.679986382396024,16,23,43.71893659971719,-79.416909775986,43.79672965793865,-79.42585671411435,21-30,125K+
115,600,2020-09-20T06:02:00.000,2020-09-20T06:08:12.958,6.107983721942569,5.089986434952141,16,23,43.70963989313223,-79.40188769217472,43.75479528005819,-79.41227857510826,21-30,125K+
116,600,2020-09-20T06:02:00.000,2020-09-20T06:06:58.706,4.489223710434556,3.741019758695463,26,27,43.701694484676366,-79.36289870752933,43.67608074673067,-79.39306571272242,71+,100-125K
117,600,2020-09-20T06:03:00.000,2020-09-20T06:05:36.780,1.8065058988993823,1.5054215824161519,13,13,43.643576616129174,-79.46000522409017,43.653687245380375,-79.47244851922498,61-70,15-40K
118,600,2020-09-20T06:03:00.000,2020-09-20T06:25:27.968,21.733067095224516,18.11088924602043,2,27,43.70711170044125,-79.59758150774348,43.682342194673375,-79.37493433936031,41-50,100-125K
119,600,2020-09-20T06:03:00.000,2020-09-20T06:13:59.279,10.493999527033532,8.744999605861278,16,23,43.70773931502234,-79.40554941275327,43.783781675337785,-79.43332764709957,21-30,125K+
120,600,2020-09-20T06:03:00.000,2020-09-20T06:05:08.988,1.574908095863316,1.31242341321943,13,13,43.6553296863231,-79.4789763878638,43.651683247554125,-79.46346141317672,61-70,15-40K
121,600,2020-09-20T06:04:00.000,2020-09-20T06:08:47.131,4.392762596363552,3.6606354969696264,16,23,43.728130942482565,-79.40488312240687,43.760843031838306,-79.41000732970322,21-30,125K+
122,600,2020-09-20T06:04:00.000,2020-09-20T06:10:11.598,6.096655692961818,5.080546410801515,26,27,43.70939597938363,-79.3496228312214,43.674296001776746,-79.39007670069208,71+,100-125K
123,600,2020-09-20T06:04:00.000,2020-09-20T06:18:23.588,14.196570095003153,11.830475079169295,33,9,43.78854908619819,-79.33266478047337,43.73749441294789,-79.46191314967588,41-50,60-100K
124,600,2020-09-20T06:04:00.000,2020-09-20T06:14:46.989,10.391578463067985,8.65964871922332,26,20,43.70831272107893,-79.3374070595863,43.6403022755088,-79.38986520039981,41-50,60-100K
125,600,2020-09-20T06:04:00.000,2020-09-20T06:16:49.488,11.912402910913778,9.927002425761481,13,28,43.66691475975866,-79.47368033277833,43.64827374589218,-79.35300241779474,31-40,125K+
126,600,2020-09-20T06:04:00.000,2020-09-20T06:24:23.903,19.6991983911082,16.415998659256832,2,27,43.70607325506297,-79.57822660681043,43.65860022913379,-79.38492525807118,41-50,100-125K
127,600,2020-09-20T06:05:00.000,2020-09-20T06:21:56.775,15.973127408553607,13.310939507128007,33,9,43.78163854886072,-79.33623071833021,43.74697501559165,-79.49488621079595,41-50,60-100K
128,600,2020-09-20T06:05:00.000,2020-09-20T06:12:45.538,7.37948395899755,6.149569965831292,26,27,43.70755618367024,-79.3468018700806,43.65926855145947,-79.38408337859799,71+,100-125K
129,600,2020-09-20T06:05:00.000,2020-09-20T06:12:54.979,6.958165919987559,5.798471599989632,26,27,43.72269426718009,-79.33704501680103,43.68216320928383,-79.38243006645715,71+,100-125K
130,600,2020-09-20T06:05:00.000,2020-09-20T06:13:20.664,8.17220562559529,6.810171354662742,16,23,43.72093042983753,-79.40649719018687,43.78159556952045,-79.39485422576338,21-30,125K+
131,600,2020-09-20T06:05:00.000,2020-09-20T06:08:24.198,2.7016557498634235,2.251379791552853,13,13,43.65535402212869,-79.46894792541259,43.63825340146334,-79.48392904699558,61-70,15-40K
132,600,2020-09-20T06:05:00.000,2020-09-20T06:07:41.910,2.3492539698969774,1.9577116415808147,13,13,43.66545361073577,-79.4742482472953,43.663506324683894,-79.49843710300021,61-70,15-40K
133,600,2020-09-20T06:05:00.000,2020-09-20T06:28:23.533,22.696115034331275,18.913429195276063,2,27,43.725657117059534,-79.601765357689,43.68265766210915,-79.37412131022913,41-50,100-125K
134,600,2020-09-20T06:05:00.000,2020-09-20T06:12:53.395,6.94496070312132,5.7874672526011,16,23,43.71083471305481,-79.41770298632639,43.760784582011915,-79.43794934465308,21-30,125K+
135,600,2020-09-20T06:05:00.000,2020-09-20T06:06:34.372,0.7864351496170792,0.6553626246808993,13,13,43.64754452995373,-79.47365627744601,43.64564138566666,-79.46594758450368,61-70,15-40K
136,605,2020-09-20T06:08:00.000,2020-09-20T06:19:09.348,11.077907780043574,9.231589816702979,31,20,43.692527394612775,-79.32486266389883,43.63428037510778,-79.40664197721549,41-50,60-100K
137,605,2020-09-20T06:08:00.000,2020-09-20T06:16:42.072,7.850601637422698,6.542168031185581,31,20,43.69159727341339,-79.32674817902735,43.654765363504886,-79.39018064627992,41-50,60-100K
138,610,2020-09-20T06:10:00.000,2020-09-20T06:15:19.886,5.1657239476544135,4.304769956378678,1,2,43.74740799283648,-79.63050018203162,43.71555410839317,-79.60005143836896,61-70,60-100K
139,610,2020-09-20T06:10:00.000,2020-09-20T06:18:20.752,8.17293483184993,6.810779026541609,1,2,43.74585245243529,-79.61704013096815,43.70727530317071,-79.5512045198125,61-70,60-100K
140,610,2020-09-20T06:10:00.000,2020-09-20T06:16:32.242,5.76868756430214,4.80723963691845,1,2,43.73781729215236,-79.59099019271504,43.697655221885384,-79.56884998293167,61-70,60-100K
141,610,2020-09-20T06:13:00.000,2020-09-20T06:19:02.336,6.019467798454866,5.016223165379055,1,2,43.74318764202187,-79.5705536160224,43.698562845517095,-79.57970240666577,61-70,60-100K
