trip_id,trip_start_timeslot,trip_start_timestamp,trip_end_timestamp,duration,distance,origin_ward,dest_ward,origin_lat,origin_long,dest_lat,dest_long,age_range,income_range
12,430,2020-09-20T04:33:00.000,2020-09-20T04:44:54.288,11.452401063479515,9.543667552899596,35,27,43.70200888924549,-79.27771460162228,43.658049088336746,-79.37964360697785,51-60,UNK
13,430,2020-09-20T04:33:00.000,2020-09-20T04:49:11.308,16.094235992510015,13.411863327091677,35,27,43.728877073949285,-79.24935205953494,43.65940676621263,-79.38572177857318,51-60,UNK
14,430,2020-09-20T04:34:00.000,2020-09-20T04:45:15.353,10.627942908656117,8.856619090546763,35,27,43.701166601460706,-79.27363686368527,43.688672485499275,-79.38243404859801,51-60,UNK
15,440,2020-09-20T04:40:00.000,2020-09-20T04:44:04.645,4.038715884963698,3.3655965708030817,32,30,43.688509308977935,-79.29779512250175,43.66719805267166,-79.32751318802316,21-30,60-100K
16,440,2020-09-20T04:40:00.000,2020-09-20T04:44:05.726,3.547722674832036,2.95643556236003,32,30,43.66505854491458,-79.32384603271338,43.64831076476626,-79.35238839742912,21-30,60-100K
17,440,2020-09-20T04:40:00.000,2020-09-20T04:45:00.263,4.502197084762849,3.751830903969041,32,30,43.67845809685612,-79.30387487593349,43.65365130520138,-79.33549180908473,21-30,60-100K
18,440,2020-09-20T04:41:00.000,2020-09-20T04:45:44.774,3.8731247106415836,3.227603925534653,32,30,43.68015451924061,-79.29928819797463,43.67471581306901,-79.3387114796533,21-30,60-100K
19,440,2020-09-20T04:42:00.000,2020-09-20T04:47:57.192,5.476603539512875,4.5638362829273955,32,30,43.68263081907665,-79.29558739401328,43.675453182392296,-79.3514640245026,21-30,60-100K
20,440,2020-09-20T04:42:00.000,2020-09-20T04:45:00.064,3.0005351461737426,2.5004459551447855,32,30,43.67152990754391,-79.31559782006359,43.660834108274834,-79.34294253620355,21-30,60-100K
21,440,2020-09-20T04:42:00.000,2020-09-20T04:48:23.985,6.199876826493069,5.166564022077558,32,30,43.67078619529882,-79.29049936434771,43.64782375148965,-79.34633326784588,21-30,60-100K
22,440,2020-09-20T04:42:00.000,2020-09-20T04:45:45.024,2.875205901617206,2.3960049180143383,32,30,43.67025014427225,-79.31273263493617,43.650618130424135,-79.32501012402936,21-30,60-100K
23,440,2020-09-20T04:43:00.000,2020-09-20T04:46:02.120,2.517667882247038,2.098056568539198,32,30,43.663036001142686,-79.31060009331982,43.65152071734763,-79.33125977381428,21-30,60-100K
24,440,2020-09-20T04:44:00.000,2020-09-20T04:48:02.757,4.0229786001266685,3.3524821667722233,32,30,43.67699912589958,-79.30934850672232,43.65165956351512,-79.33193253355694,21-30,60-100K
25,440,2020-09-20T04:44:00.000,2020-09-20T04:49:00.063,4.500527773893956,3.7504398115782966,32,30,43.65927380257,-79.31103093576192,43.67570600978365,-79.35175064774664,21-30,60-100K
26,440,2020-09-20T04:44:00.000,2020-09-20T04:49:11.588,5.096569833801952,4.247141528168293,32,30,43.67764438752045,-79.28585912548846,43.65447766793009,-79.32783961211683,21-30,60-100K
27,445,2020-09-20T04:45:00.000,2020-09-20T04:49:08.456,3.570473017058753,2.975394180882294,27,20,43.672219070728715,-79.3687254770787,43.65037317369471,-79.3900848363025,11-20,60-100K
28,440,2020-09-20T04:45:00.000,2020-09-20T04:49:37.103,3.8091968753458785,3.174330729454899,32,30,43.68412523402735,-79.31556367376413,43.66111304182292,-79.33892011884846,21-30,60-100K
29,440,2020-09-20T04:45:00.000,2020-09-20T04:49:41.861,3.848847362401284,3.2073728020010694,32,30,43.6603583077715,-79.30792308239015,43.667037956726816,-79.34671260585479,21-30,60-100K
30,445,2020-09-20T04:46:00.000,2020-09-20T04:49:31.676,3.2639684248544074,2.719973687378673,27,20,43.6617021673636,-79.37433265825636,43.660449799249655,-79.40810098007864,11-20,60-100K
31,445,2020-09-20T04:47:00.000,2020-09-20T04:50:24.287,2.7023929272616316,2.2519941060513595,27,20,43.65783790885909,-79.38663407753667,43.637832184361514,-79.39099152672219,11-20,60-100K
32,445,2020-09-20T04:48:00.000,2020-09-20T04:53:32.702,4.772517546689655,3.9770979555747124,27,20,43.68044839400854,-79.37236380252894,43.665047812446694,-79.41699488778586,11-20,60-100K
33,445,2020-09-20T04:50:00.000,2020-09-20T04:55:52.593,4.938279826706555,4.115233188922129,27,20,43.674194740976795,-79.38609653643604,43.63719188274402,-79.38704206030549,11-20,60-100K
34,445,2020-09-20T04:50:00.000,2020-09-20T04:54:09.275,3.5772952402367255,2.9810793668639377,27,20,43.678129861707845,-79.36999487574715,43.6738324100651,-79.40658329239743,11-20,60-100K
35,500,2020-09-20T05:00:00.000,2020-09-20T05:05:13.409,5.111749247576841,4.259791039647368,37,35,43.755891660201826,-79.28866373774943,43.72259008762464,-79.2624534333172,41-50,15-40K
36,500,2020-09-20T05:01:00.000,2020-09-20T05:05:32.907,4.274227810704023,3.5618565089200196,37,35,43.758349011904805,-79.26085841596242,43.726338417315915,-79.2592172685679,41-50,15-40K
37,500,2020-09-20T05:02:00.000,2020-09-20T05:07:41.921,5.34934700105182,4.457789167543183,37,35,43.763116222625186,-79.2662685893405,43.723033317082105,-79.2652349380658,41-50,15-40K
38,510,2020-09-20T05:10:00.000,2020-09-20T05:12:57.364,2.4780376529315715,2.0650313774429763,18,18,43.647664232131454,-79.43930568617036,43.66614195598434,-79.4418789152899,51-60,0-15K
39,510,2020-09-20T05:10:00.000,2020-09-20T05:11:30.750,0.7562510317022141,0.6302091930851784,18,18,43.66751632531352,-79.44328178993592,43.66576265769949,-79.45073230451402,51-60,0-15K
40,510,2020-09-20T05:10:00.000,2020-09-20T05:12:29.564,1.746373726063439,1.4553114383861994,18,18,43.643547262721235,-79.4285706623242,43.65331340197908,-79.44061203929047,51-60,0-15K
41,510,2020-09-20T05:11:00.000,2020-09-20T05:12:13.473,1.1122815007619296,0.9269012506349413,18,18,43.65689064470665,-79.4494984778931,43.66521235173332,-79.45016876906152,51-60,0-15K
42,510,2020-09-20T05:11:00.000,2020-09-20T05:13:05.327,2.0443988868531577,1.7036657390442982,18,18,43.64294415132115,-79.42745489328118,43.657596252760854,-79.43364519088287,51-60,0-15K
43,510,2020-09-20T05:13:00.000,2020-09-20T05:15:06.435,1.5536255136402788,1.2946879280335657,18,18,43.665995066186916,-79.4379259399273,43.656354146647,-79.4469502790943,51-60,0-15K
44,510,2020-09-20T05:13:00.000,2020-09-20T05:17:41.097,3.8424828136182554,3.2020690113485464,18,18,43.64210924990866,-79.42755076556918,43.66744111714063,-79.44647950810138,51-60,0-15K
45,510,2020-09-20T05:14:00.000,2020-09-20T05:15:30.375,0.7531317017784745,0.6276097514820621,18,18,43.6650639476216,-79.43205377674359,43.669109189239244,-79.43749524230081,51-60,0-15K
46,510,2020-09-20T05:14:00.000,2020-09-20T05:14:49.306,0.41088484164711536,0.34240403470592945,18,18,43.65808853190531,-79.44125183959291,43.65647341942163,-79.43762804287326,51-60,0-15K
47,510,2020-09-20T05:15:00.000,2020-09-20T05:17:02.942,2.0245221769924746,1.6871018141603955,18,18,43.66521946290893,-79.45549705689245,43.65288609160015,-79.44328221472065,51-60,0-15K
48,515,2020-09-20T05:15:00.000,2020-09-20T05:22:29.710,6.747584465132744,5.622987054277286,10,15,43.74443578772298,-79.43573315908614,43.69483495244644,-79.4493572463251,21-30,60-100K
49,515,2020-09-20T05:15:00.000,2020-09-20T05:20:25.129,5.209413289951683,4.341177741626402,10,15,43.75455689679069,-79.44328839493201,43.715585829310164,-79.44005231000027,21-30,60-100K
50,510,2020-09-20T05:15:00.000,2020-09-20T05:15:57.318,0.477656628692278,0.39804719057689836,18,18,43.653991209649135,-79.4335604362643,43.65757073535603,-79.43361256436673,51-60,0-15K
51,515,2020-09-20T05:15:00.000,2020-09-20T05:21:46.357,5.886314258894616,4.90526188241218,10,15,43.7424693719985,-79.42744829353938,43.69975273114102,-79.44269014044697,21-30,60-100K
52,510,2020-09-20T05:15:00.000,2020-09-20T05:19:49.971,3.9164258332162123,3.2636881943468437,18,18,43.64231542901917,-79.42528556710312,43.66450861027135,-79.451833228553,51-60,0-15K
53,515,2020-09-20T05:17:00.000,2020-09-20T05:20:29.552,2.746274509200546,2.288562091000455,10,15,43.74775180285244,-79.45258189602987,43.727458884604715,-79.45733568079368,21-30,60-100K
54,515,2020-09-20T05:18:00.000,2020-09-20T05:25:27.434,7.228619774192111,6.02384981182676,10,15,43.74316179686047,-79.42478744201587,43.690007705589025,-79.43926156793016,21-30,60-100K
55,515,2020-09-20T05:19:00.000,2020-09-20T05:27:14.832,8.123607634755244,6.769673028962703,10,15,43.770220177681956,-79.45365811341038,43.71138249528596,-79.4320089830171,21-30,60-100K
56,515,2020-09-20T05:19:00.000,2020-09-20T05:28:52.852,8.940439544651925,7.450366287209937,10,15,43.78008842409623,-79.46665958241732,43.71315225489096,-79.46252568601888,21-30,60-100K
57,530,2020-09-20T05:30:00.000,2020-09-20T05:42:26.241,12.218675882363158,10.182229901969299,43,34,43.78721501372794,-79.2203362999782,43.72248729268346,-79.31001197876223,51-60,UNK
58,530,2020-09-20T05:30:00.000,2020-09-20T05:38:44.439,7.8703274370525245,6.55860619754377,7,10,43.72784729054442,-79.51708922836858,43.73672462428739,-79.43639051958255,31-40,15-40K
59,530,2020-09-20T05:30:00.000,2020-09-20T05:39:54.415,8.953464045477448,7.461220037897872,7,15,43.74263077491341,-79.53244428504196,43.704422742230946,-79.45611788811918,41-50,40-60K
60,530,2020-09-20T05:30:00.000,2020-09-20T05:32:06.342,1.5528511224507695,1.294042602042308,23,23,43.778880906706874,-79.40581390055321,43.76724348772873,-79.40590495466499,61-70,60-100K
61,530,2020-09-20T05:30:00.000,2020-09-20T05:41:34.114,11.284285904526962,9.403571587105802,7,10,43.75317999283099,-79.55628771130766,43.740637594992215,-79.44051673469731,31-40,15-40K
62,530,2020-09-20T05:30:00.000,2020-09-20T05:37:03.506,7.029222127066845,5.857685105889037,7,10,43.73408663383926,-79.52149379772732,43.76824651578774,-79.4659768254589,31-40,15-40K
63,530,2020-09-20T05:30:00.000,2020-09-20T05:40:11.867,10.098896225128733,8.415746854273944,7,10,43.739734233761055,-79.53199094390591,43.75457473797769,-79.42925622675655,31-40,15-40K
64,530,2020-09-20T05:31:00.000,2020-09-20T05:46:49.272,15.410602834803335,12.842169029002779,43,34,43.75646289047066,-79.1890936046034,43.74931969951804,-79.34867641793042,51-60,UNK
65,530,2020-09-20T05:31:00.000,2020-09-20T05:42:18.832,10.656935462424487,8.880779552020405,7,10,43.7666773188596,-79.55640409947925,43.74328148153918,-79.45068240308402,31-40,15-40K
66,530,2020-09-20T05:31:00.000,2020-09-20T05:43:43.618,12.363485941714284,10.30290495142857,7,15,43.760220829567984,-79.5472938079686,43.69672193217312,-79.45391677335756,41-50,40-60K
67,530,2020-09-20T05:31:00.000,2020-09-20T05:34:45.267,3.377226718587016,2.8143555988225133,23,23,43.75356356613638,-79.4189122058075,43.773273200070584,-79.44089866129649,61-70,60-100K
68,530,2020-09-20T05:33:00.000,2020-09-20T05:36:54.003,3.450025533888008,2.875021278240007,40,40,43.79719387933199,-79.30988710189592,43.77140819770812,-79.31252075881424,31-40,40-60K
69,530,2020-09-20T05:33:00.000,2020-09-20T05:45:05.183,11.543192736294854,9.619327280245711,43,34,43.76703526561549,-79.21333643676581,43.75066473719613,-79.33094777924661,51-60,UNK
70,530,2020-09-20T05:33:00.000,2020-09-20T05:42:06.950,9.05792468271189,7.548270568926576,7,15,43.76060088500733,-79.54396090931344,43.71798284230403,-79.4708282819812,41-50,40-60K
71,530,2020-09-20T05:34:00.000,2020-09-20T05:48:05.688,13.547401745757327,11.289501454797772,7,15,43.76211197193389,-79.55181711713811,43.707680854861536,-79.43320160573559,41-50,40-60K
72,530,2020-09-20T05:34:00.000,2020-09-20T05:42:42.227,7.851895301285503,6.543246084404586,22,20,43.70421277366547,-79.38249816866704,43.64644043014559,-79.3979606492242,31-40,100-125K
73,530,2020-09-20T05:34:00.000,2020-09-20T05:43:21.257,8.677149895617246,7.230958246347704,7,15,43.73806461865585,-79.5441512477658,43.72087644067538,-79.45735924017943,41-50,40-60K
74,530,2020-09-20T05:34:00.000,2020-09-20T05:45:59.913,11.499281709186619,9.582734757655516,43,34,43.754551608824734,-79.21922210847228,43.75902655623979,-79.33837688227258,51-60,UNK
75,530,2020-09-20T05:34:00.000,2020-09-20T05:37:40.866,2.8405569243758197,2.3671307703131834,40,40,43.7719528532909,-79.31044320992432,43.77384079938982,-79.28107802228189,31-40,40-60K
76,530,2020-09-20T05:35:00.000,2020-09-20T05:41:38.641,6.322012148844368,5.268343457370307,22,20,43.697538751706276,-79.40873804794232,43.651895524272675,-79.39116759618892,31-40,100-125K
77,530,2020-09-20T05:35:00.000,2020-09-20T05:49:56.087,14.46739209923827,12.056160082698558,43,34,43.752524756457305,-79.20934070255095,43.76204924775751,-79.35887428257824,51-60,UNK
78,530,2020-09-20T05:35:00.000,2020-09-20T05:43:06.008,8.050072867100745,6.708394055917289,7,15,43.734465509001026,-79.51578572037049,43.70337512654682,-79.44424945053088,41-50,40-60K
79,530,2020-09-20T05:35:00.000,2020-09-20T05:41:28.895,5.740799480692832,4.7839995672440265,22,20,43.70886567438228,-79.37760998346775,43.672930206147605,-79.41032751282115,31-40,100-125K
80,530,2020-09-20T05:35:00.000,2020-09-20T05:48:39.834,12.831954034177178,10.693295028480982,43,34,43.77241363825101,-79.18991953202121,43.75152455700161,-79.31989523517882,51-60,UNK
81,540,2020-09-20T05:40:00.000,2020-09-20T05:46:42.131,6.351093379818175,5.292577816515146,6,14,43.618532386755426,-79.48433162957996,43.638386477858866,-79.42456790505054,61-70,40-60K
82,540,2020-09-20T05:41:00.000,2020-09-20T05:50:27.072,8.72560776194563,7.271339801621358,6,14,43.59859352366443,-79.51488901003748,43.63829914996531,-79.44311831984552,61-70,40-60K
83,540,2020-09-20T05:42:00.000,2020-09-20T05:53:13.446,10.612056253798091,8.84338021149841,6,14,43.60652900734362,-79.54718991174256,43.6506113001993,-79.45573794891426,61-70,40-60K
84,540,2020-09-20T05:43:00.000,2020-09-20T05:55:48.540,12.404503821962873,10.337086518302394,6,14,43.61235789596765,-79.54511842310795,43.63694708974196,-79.42126729818911,61-70,40-60K
85,540,2020-09-20T05:43:00.000,2020-09-20T05:55:55.958,11.966319177666843,9.971932648055702,6,14,43.594678074855196,-79.53794215695079,43.664363951892376,-79.45995602185664,61-70,40-60K
86,540,2020-09-20T05:44:00.000,2020-09-20T05:55:18.731,11.156093435500399,9.296744529583666,6,14,43.61282472062462,-79.53899643107233,43.64329240028369,-79.4314323059855,61-70,40-60K
87,545,2020-09-20T05:46:00.000,2020-09-20T05:49:21.668,2.6805695353773866,2.233807946147822,11,11,43.688112635582215,-79.50264359958244,43.67358966375664,-79.48345099228243,21-30,125K+
88,545,2020-09-20T05:46:00.000,2020-09-20T05:51:04.830,5.040250243272021,4.200208536060017,11,11,43.706391019164165,-79.51585249040302,43.66894806570563,-79.50895823132602,21-30,125K+
89,545,2020-09-20T05:47:00.000,2020-09-20T05:50:05.247,2.5437276185505224,2.119773015458769,11,11,43.68966124632712,-79.50738313319869,43.67402021393973,-79.49231296605345,21-30,125K+
90,545,2020-09-20T05:47:00.000,2020-09-20T05:51:37.081,4.3090163315148065,3.590846942929005,11,11,43.67846324599434,-79.47237961427714,43.697144909730795,-79.50880683160975,21-30,125K+
91,545,2020-09-20T05:47:00.000,2020-09-20T05:48:53.902,0.9491846402125265,0.7909872001771053,11,11,43.70875372305572,-79.5150632213759,43.70263109357799,-79.52007297144468,21-30,125K+
92,545,2020-09-20T05:48:00.000,2020-09-20T05:54:04.009,5.533408835398873,4.611174029499061,11,11,43.67395245044636,-79.50519933279895,43.708518260166876,-79.53688471122244,21-30,125K+
93,545,2020-09-20T05:49:00.000,2020-09-20T05:54:52.436,5.436970686857951,4.5308089057149585,11,11,43.675037422620356,-79.47633781139557,43.701962662593374,-79.5186315898998,21-30,125K+
94,545,2020-09-20T05:49:00.000,2020-09-20T05:50:36.271,1.3022637730594058,1.0852198108828381,11,11,43.67119897864541,-79.4824409122289,43.676292606178606,-79.4939508731699,21-30,125K+
95,545,2020-09-20T05:50:00.000,2020-09-20T05:50:34.160,0.2846672582326752,0.23722271519389598,11,11,43.674616591071945,-79.47849894336696,43.67549263157843,-79.47580943904116,21-30,125K+
96,600,2020-09-20T06:00:00.000,2020-09-20T06:01:37.234,1.31029094044899,1.0919091170408248,38,38,43.75880127952576,-79.23813107710365,43.756046599937875,-79.25118080272732,31-40,40-60K
97,600,2020-09-20T06:00:00.000,2020-09-20T06:05:06.576,5.054805159619439,4.212337633016199,13,13,43.6347347512231,-79.4736865035396,43.66495248398832,-79.50526133716103,61-70,15-40K
98,600,2020-09-20T06:00:00.000,2020-09-20T06:01:02.133,0.5177774385185868,0.431481198765489,13,13,43.64726400236555,-79.46557385082566,43.64866949823205,-79.47057239852285,61-70,15-40K
99,600,2020-09-20T06:00:00.000,2020-09-20T06:02:44.750,2.3729247754524128,1.9774373128770109,38,38,43.77440812364926,-79.23735669294551,43.76292783343874,-79.25616399422053,31-40,40-60K
100,600,2020-09-20T06:00:00.000,2020-09-20T06:05:53.704,4.947534650418554,4.1229455420154615,26,27,43.70742639628866,-79.34263521287058,43.676876037719815,-79.37169462886828,71+,100-125K
101,600,2020-09-20T06:00:00.000,2020-09-20T06:04:28.902,4.240852637928639,3.534043864940532,16,23,43.74922182834255,-79.40939306837257,43.780084986703706,-79.41990094809108,21-30,125K+
102,600,2020-09-20T06:01:00.000,2020-09-20T06:15:38.350,13.819588273729725,11.516323561441437,13,28,43.66443923565276,-79.50666103500579,43.66304779916094,-79.36350530930507,31-40,125K+
103,600,2020-09-20T06:01:00.000,2020-09-20T06:11:24.149,9.7012484495156,8.084373707929666,26,20,43.70087211078328,-79.3414770607533,43.64174661639376,-79.3999715895716,41-50,60-100K
104,600,2020-09-20T06:01:00.000,2020-09-20T06:22:39.317,20.827648660327654,17.35637388360638,2,27,43.710646215417256,-79.59867337961246,43.66525537723056,-79.3921438196597,41-50,100-125K
105,600,2020-09-20T06:01:00.000,2020-09-20T06:10:13.832,9.115271633871942,7.596059694893285,16,23,43.709531203938205,-79.40253117701108,43.77494373981155,-79.42979137996339,21-30,125K+
106,600,2020-09-20T06:01:00.000,2020-09-20T06:07:58.544,5.987872983848497,4.98989415320708,16,23,43.719860454753494,-79.42624127783932,43.761922719631364,-79.40459611145903,21-30,125K+
107,600,2020-09-20T06:01:00.000,2020-09-20T06:09:34.587,7.788225317255247,6.490187764379372,16,23,43.723948526444495,-79.40966041914042,43.78166337137657,-79.39760886357843,21-30,125K+
108,600,2020-09-20T06:02:00.000,2020-09-20T06:16:53.303,14.444196136832812,12.036830114027342,33,9,43.795706232424244,-79.33784066700917,43.735069975372795,-79.46201103335444,41-50,60-100K
109,600,2020-09-20T06:02:00.000,2020-09-20T06:03:55.994,1.4666229230198993,1.2221857691832494,13,13,43.65329491409062,-79.47969613023244,43.65800480149781,-79.49342261248044,61-70,15-40K
110,600,2020-09-20T06:02:00.000,2020-09-20T06:15:27.866,13.232222153738832,11.02685179478236,35,20,43.7190827966911,-79.28439628689074,43.65569346537014,-79.38985856492371,31-40,UNK
111,600,2020-09-20T06:02:00.000,2020-09-20T06:03:15.155,1.1262962916682975,0.9385802430569146,13,13,43.65161099760109,-79.49023745873389,43.657907907824,-79.49800666413363,61-70,15-40K
112,600,2020-09-20T06:02:00.000,2020-09-20T06:08:05.382,5.544855954235915,4.620713295196596,16,23,43.71981777611755,-79.41441753156663,43.76097143790531,-79.42239278920452,21-30,125K+
113,600,2020-09-20T06:02:00.000,2020-09-20T06:16:33.079,13.775660689327436,11.479717241106197,33,9,43.7967848886437,-79.34314714871677,43.74586837578847,-79.46752004845801,41-50,60-100K
114,600,2020-09-20T06:02:00.000,2020-09-20T06:11:46.492,8.887435347581738,7.406196122984782,26,27,43.71168803015829,-79.32173303508864,43.658236973020614,-79.37668739869108,71+,100-125K
115,600,2020-09-20T06:02:00.000,2020-09-20T06:03:42.093,0.8507812107984504,0.708984342332042,13,13,43.649515679609884,-79.48773014716899,43.65390300169158,-79.48133583665542,61-70,15-40K
116,600,2020-09-20T06:02:00.000,2020-09-20T06:11:29.825,8.748543566915473,7.29045297242956,26,27,43.7239925209529,-79.3328647144634,43.668076070646784,-79.38021575488757,71+,100-125K
117,600,2020-09-20T06:02:00.000,2020-09-20T06:03:31.901,1.2658463234435742,1.0548719362029784,13,13,43.66011705100328,-79.48925746988844,43.66167590562305,-79.47632238379666,61-70,15-40K
118,600,2020-09-20T06:03:00.000,2020-09-20T06:15:45.723,11.881030118571513,9.900858432142927,26,20,43.718938159182485,-79.34152252582881,43.63398836879439,-79.37840977020049,41-50,60-100K
119,600,2020-09-20T06:03:00.000,2020-09-20T06:09:13.446,6.112056044425419,5.093380037021182,27,28,43.6916341638096,-79.37556360650389,43.648009604163946,-79.35625441469176,51-60,125K+
120,600,2020-09-20T06:03:00.000,2020-09-20T06:06:05.533,2.5461162836713265,2.1217635697261055,13,13,43.65320382157744,-79.47650653377148,43.66481502390856,-79.49743659361154,61-70,15-40K
121,600,2020-09-20T06:03:00.000,2020-09-20T06:10:31.369,7.261410971828046,6.051175809856705,26,27,43.72386000515238,-79.33134437940235,43.6842960382853,-79.38303138860645,71+,100-125K
122,600,2020-09-20T06:03:00.000,2020-09-20T06:10:17.431,7.145264328209664,5.95438694017472,16,23,43.71778483387292,-79.41455814694278,43.770809064672434,-79.40420559211731,21-30,125K+
123,600,2020-09-20T06:03:00.000,2020-09-20T06:09:33.239,5.7769943486771975,4.814161957230998,16,23,43.733417734151274,-79.41925436948358,43.772591626999414,-79.39373284222962,21-30,125K+
124,600,2020-09-20T06:03:00.000,2020-09-20T06:15:34.651,11.788762518046747,9.823968765038956,13,28,43.64402513985032,-79.47580666006459,43.65555946041791,-79.3547504466639,31-40,125K+
125,600,2020-09-20T06:04:00.000,2020-09-20T06:21:35.291,16.79409619957968,13.9950801663164,33,9,43.76935139708811,-79.32460195861341,43.72462504852303,-79.48745576505999,41-50,60-100K
126,600,2020-09-20T06:04:00.000,2020-09-20T06:12:02.578,8.021488397576945,6.684573664647454,16,23,43.7178805381148,-79.42202488137825,43.77763560075548,-79.43112798123451,21-30,125K+
127,600,2020-09-20T06:04:00.000,2020-09-20T06:08:12.490,3.604088596958303,3.0034071641319193,16,23,43.74680611272027,-79.40916124668502,43.77315732942623,-79.40095022629869,21-30,125K+
128,600,2020-09-20T06:04:00.000,2020-09-20T06:09:08.526,5.071051475183778,4.225876229319815,16,23,43.7143364640918,-79.40420866677589,43.7519375562175,-79.41184910210005,21-30,125K+
129,600,2020-09-20T06:04:00.000,2020-09-20T06:07:50.661,2.922178187219408,2.435148489349507,13,13,43.64222623062959,-79.48645283013687,43.64279080759248,-79.4562003119761,61-70,15-40K
130,600,2020-09-20T06:04:00.000,2020-09-20T06:06:25.831,1.7152626133839493,1.4293855111532912,13,13,43.638350508686244,-79.47382385052676,43.64946327994446,-79.46489467098924,61-70,15-40K
131,600,2020-09-20T06:04:00.000,2020-09-20T06:11:49.095,7.409130435830057,6.174275363191714,16,23,43.716369815082,-79.41565736289488,43.769248332302446,-79.39220525715737,21-30,125K+
132,600,2020-09-20T06:05:00.000,2020-09-20T06:16:25.331,11.211098450910546,9.342582042425455,13,28,43.66019124080806,-79.48054557131447,43.66266678211611,-79.36445535218029,31-40,125K+
133,605,2020-09-20T06:05:00.000,2020-09-20T06:15:53.936,9.949474171924276,8.291228476603562,31,20,43.710975864990765,-79.31630364831219,43.66975545259347,-79.40223461856368,41-50,60-100K
134,600,2020-09-20T06:05:00.000,2020-09-20T06:06:46.412,1.3867686866922964,1.1556405722435803,38,38,43.77911826194901,-79.22024725074657,43.7828233107838,-79.23369628990362,31-40,40-60K
135,600,2020-09-20T06:05:00.000,2020-09-20T06:09:52.052,3.9337672258847207,3.278139354903934,16,23,43.73274189819623,-79.4160242322531,43.75978966492453,-79.39978950784764,21-30,125K+
136,600,2020-09-20T06:05:00.000,2020-09-20T06:09:57.408,3.978403878991415,3.315336565826179,16,23,43.74335284964638,-79.41928844574691,43.773083406994544,-79.4224029603883,21-30,125K+
137,605,2020-09-20T06:06:00.000,2020-09-20T06:10:34.033,4.283610168810798,3.569675140675665,20,28,43.65526426746914,-79.4016380220102,43.655849132980705,-79.35727394963878,31-40,100-125K
138,605,2020-09-20T06:06:00.000,2020-09-20T06:18:22.796,12.189972672115145,10.158310560095954,31,20,43.696107727513954,-79.29375766059455,43.64941779607024,-79.40232125747899,41-50,60-100K
139,605,2020-09-20T06:06:00.000,2020-09-20T06:17:35.637,10.7969782010553,8.99748183421275,31,20,43.69086533560391,-79.29641260817492,43.64103410107007,-79.3845433944564,41-50,60-100K
140,605,2020-09-20T06:07:00.000,2020-09-20T06:16:52.102,8.934191393574537,7.4451594946454485,31,20,43.692934325095464,-79.32307014608106,43.64458866637624,-79.38710984988015,41-50,60-100K
141,605,2020-09-20T06:08:00.000,2020-09-20T06:18:29.492,10.245772230071886,8.538143525059905,31,20,43.69248249384168,-79.31006806618971,43.66329762524809,-79.40826978882848,41-50,60-100K
